,count,organism_name
1239,11021,firmicutes
976,4900,bacteroidetes
7711,2135,chordata
1224,788,proteobacteria
201174,681,actinobacteria
4890,9,ascomycota
74201,4,verrucomicrobia
5794,3,apicomplexa
508458,3,synergistetes
200918,2,thermotogae
1090,1,chlorobi
28890,1,euryarchaeota
