,count,organism_name
1239,16818,firmicutes
7711,7747,chordata
976,5580,bacteroidetes
201174,1480,actinobacteria
1224,71,proteobacteria
4890,37,ascomycota
32066,7,fusobacteria
28890,4,euryarchaeota
74152,3,elusimicrobia
204428,3,chlamydiae
1117,2,cyanobacteria
200930,2,deferribacteres
200938,2,chrysiogenetes
203691,2,spirochaetes
65842,1,fibrobacteres
142182,1,gemmatimonadetes
