,Neg1rep1,VK1rep1,VK3rep1,VK5rep1,unenriched1,unenriched2,unenriched3
50564382,0,7,2,2,5,5,8
50567547,0,0,0,0,32,27,34
50578655,0,13,9,16,15,14,13
50580147,0,9,8,5,8,5,6
50580287,2,2,1,3,4,5,4
50583841,0,4,9,8,0,0,0
50587940,5,18,16,12,15,21,15
50598303,0,2,2,3,4,2,5
50600819,0,2,8,5,0,0,0
50603632,0,3,4,1,9,6,6
50610839,2,23,28,22,9,3,7
50612676,0,14,13,9,3,8,7
50623124,2,5,4,2,11,5,9
50624494,0,0,0,0,2,6,5
50626557,0,8,7,5,5,5,4
50640124,4,14,10,16,8,0,8
50644483,4,16,8,0,57,45,57
50648773,0,9,6,13,7,1,3
50651118,1,6,5,4,3,5,3
50651344,0,4,4,7,0,0,0
50652615,0,14,4,5,10,9,6
50653360,4,5,2,1,2,4,1
50656952,11,19,27,26,56,64,59
50657403,0,7,9,0,9,10,14
50659101,0,6,5,0,0,0,0
50660488,0,17,14,15,22,22,16
50662125,0,4,1,4,0,0,0
50667009,8,14,11,9,0,0,0
50672349,0,14,8,2,2,5,2
50680580,4,14,8,17,20,11,13
50682268,0,0,0,5,17,12,13
50683047,13,60,33,41,63,46,49
50692088,6,5,9,4,11,13,6
50698107,0,5,6,0,0,0,0
50706215,0,0,0,0,3,10,11
50723172,0,2,8,3,4,4,9
50739101,5,6,6,5,10,10,14
50759304,0,2,2,1,4,4,7
50764286,4,9,9,20,0,0,0
50777488,7,29,26,30,25,35,28
50821472,0,14,14,12,4,6,5
50823809,0,2,2,0,7,9,10
50827505,1,2,2,3,6,5,1
50837212,0,0,0,0,10,10,5
50845475,0,0,1,0,16,9,17
50848873,0,1,1,0,6,3,5
50849487,3,4,0,0,3,3,4
50850952,0,8,6,2,2,2,1
50864421,0,0,0,0,0,6,7
50867357,8,10,7,4,7,5,8
50867685,3,46,34,37,28,22,25
50868123,0,2,0,0,5,6,4
50881124,3,9,15,9,20,12,12
50885253,0,4,6,2,0,0,0
50889417,1,15,16,11,30,17,24
50892754,0,0,1,0,6,2,7
50894078,0,1,2,3,6,9,8
50895846,0,8,7,9,2,4,5
50896630,0,4,4,0,13,12,15
50898637,0,9,5,7,3,4,3
50901918,0,11,11,12,2,4,5
50902900,0,7,6,6,2,3,2
50902911,0,9,7,9,4,3,1
50910838,0,6,2,9,2,1,4
50917518,0,54,33,36,15,25,10
50918982,0,4,5,5,5,5,5
50919835,0,0,0,0,4,12,11
50920364,0,0,1,0,4,8,4
50921113,0,21,29,20,23,19,20
50921147,1,4,2,2,2,2,4
50921406,0,11,11,12,2,4,5
50923594,0,15,7,9,12,6,7
50929199,0,0,0,0,7,7,6
50929936,4,2,2,2,3,4,5
50930762,10,99,84,84,89,86,84
50932763,0,9,14,9,8,6,8
50933647,0,9,5,0,3,6,1
50937221,8,6,7,5,18,23,11
50941286,0,9,12,4,5,10,5
50941943,0,6,6,2,9,8,11
50942050,0,0,0,0,3,4,6
50945568,7,14,15,14,70,62,57
50946240,1,8,8,6,13,15,14
50946777,2,22,32,13,38,24,31
50947770,0,19,23,19,15,13,12
50948408,11,38,38,24,47,52,41
50948597,0,0,0,0,15,7,12
50953100,13,95,90,92,108,108,92
50953215,4,0,0,2,47,43,49
50960916,0,6,16,8,6,9,14
50962173,0,4,4,3,0,0,0
50962932,0,16,15,14,11,13,9
50962944,0,0,0,3,3,4,5
50963148,1,16,11,13,22,19,20
50965370,0,0,0,0,2,4,4
50969162,0,15,6,0,4,0,2
50972703,0,4,5,2,0,0,0
50982539,6,39,43,32,47,30,38
50985024,0,29,27,20,2,0,1
50991103,0,8,0,9,4,4,0
50998872,1,2,1,4,11,9,7
51000222,0,4,6,5,5,5,5
51014129,15,97,61,63,65,45,60
51014466,3,18,15,16,7,6,3
51024920,4,0,0,0,7,7,7
51029416,0,4,5,3,2,4,4
51040335,0,0,4,0,0,5,6
51068900,0,3,5,5,6,3,4
51077372,2,11,6,6,8,3,5
51081984,0,4,4,0,0,0,0
51091566,0,28,25,29,14,13,12
51092896,0,7,4,5,0,0,0
51094178,0,4,5,5,13,10,15
51101110,6,11,9,13,21,29,23
51104456,1,14,7,8,21,18,18
51105319,8,49,48,76,29,25,27
51115316,10,28,26,12,21,18,21
51117897,0,7,7,6,0,0,1
51122516,5,37,32,37,19,26,27
51123902,0,4,0,4,3,3,2
51128592,0,16,19,9,19,23,29
51130369,0,2,6,4,0,0,0
51131689,61,202,201,153,225,221,256
51148156,3,9,12,4,19,10,16
51151089,3,13,10,16,16,13,14
51162059,1,3,4,0,46,42,58
51166436,1,24,27,26,42,33,41
51167301,0,6,0,7,3,0,2
51170234,0,3,6,6,3,4,0
51171733,9,23,23,23,34,28,22
51175066,4,23,17,20,22,37,28
51175256,0,3,0,2,4,4,4
51177889,0,23,17,12,0,0,0
51184722,0,6,5,6,4,6,5
51191518,5,6,4,3,14,6,12
51191623,0,7,6,7,6,0,5
51193450,2,8,7,6,3,2,3
51196832,3,8,5,6,7,10,7
51200077,0,0,0,0,7,4,9
51203178,0,0,0,0,4,9,8
51205411,0,5,4,5,0,0,2
51205909,7,13,12,13,8,10,8
51207305,15,27,26,24,47,35,50
51207469,7,13,12,13,8,10,8
51213068,6,21,22,24,24,17,20
51213248,11,55,51,42,14,26,13
51214407,1,8,8,6,15,14,15
51215562,0,24,21,7,19,15,17
51220241,0,15,13,11,5,7,8
51246899,2,4,5,5,5,4,8
51248525,15,30,31,24,65,58,78
51248586,0,11,11,7,13,14,19
51253322,0,6,7,0,20,23,24
51256777,3,21,18,18,5,10,9
51257637,0,7,11,9,2,0,5
51262253,0,9,3,8,0,1,3
51263755,0,2,0,1,4,4,1
51263942,3,1,2,1,6,7,4
51267264,9,35,43,48,39,36,38
51269050,1,21,40,24,42,37,40
51270044,0,5,4,2,5,4,6
51276672,4,9,10,8,22,19,19
51280645,7,0,0,0,8,10,7
51283234,0,5,5,7,2,5,4
51285943,0,28,23,4,2,0,4
51290647,0,13,9,9,0,3,0
51290690,0,12,13,4,5,2,6
51293189,1,20,16,21,14,12,11
51295060,4,2,2,3,3,4,5
51299489,0,0,0,0,4,8,5
51301235,0,0,0,0,6,18,10
51302575,0,4,5,5,2,4,1
51305083,11,43,44,43,12,21,16
51310897,0,5,3,6,9,11,11
51313098,0,31,29,25,28,21,22
51313559,6,18,22,5,17,18,14
51315188,4,2,2,2,3,4,5
51315228,0,4,5,9,1,0,0
51320879,0,0,0,0,2,7,4
51323646,0,0,0,0,7,4,4
51326158,0,17,15,8,0,0,0
51330595,0,4,0,4,3,3,2
51332439,0,1,1,0,6,3,5
51336883,0,8,10,10,5,1,2
51337772,19,52,64,40,50,45,39
51338092,0,1,1,0,4,2,8
51340058,0,21,18,21,14,11,15
51348651,7,8,6,7,11,7,11
51349713,0,39,29,106,13,6,9
51356855,0,0,1,1,4,6,5
51358260,0,2,2,0,5,1,4
51367661,0,5,5,0,3,1,0
51370379,7,41,21,17,20,30,30
51370435,0,8,5,5,0,0,0
51372085,0,0,10,8,25,27,24
51374772,0,9,5,6,2,3,3
51389790,0,0,0,0,2,7,4
51391695,0,0,0,0,4,2,4
51402357,5,18,18,14,6,5,7
51405804,0,5,5,9,13,17,16
51410081,8,23,15,17,14,11,12
51416308,1,19,13,14,21,16,18
51416870,0,3,4,2,2,4,1
51426457,0,0,1,0,7,7,5
51427230,0,0,0,0,4,5,3
51430099,9,13,10,16,16,8,17
51436817,0,6,4,7,7,8,8
51437481,0,4,0,0,3,3,5
51447634,1,44,19,21,39,28,35
51457861,0,6,15,16,21,19,17
51468866,0,0,0,0,7,4,6
51469779,1,30,28,22,16,15,16
51470726,0,16,13,12,4,8,6
51471878,0,2,2,0,5,1,4
51474648,0,5,4,7,1,0,3
51476733,3,7,13,6,6,13,9
51483267,0,1,2,4,8,4,5
51483459,0,4,4,6,4,2,5
51485269,0,4,7,4,4,3,5
51488207,0,5,6,3,0,0,0
51495261,0,1,4,6,0,0,0
51496912,3,0,0,2,39,30,38
51511856,0,3,5,4,4,0,5
51512542,0,1,1,1,7,3,5
51519720,2,3,3,4,6,4,2
51523949,0,6,3,0,3,5,4
51532379,10,12,13,10,22,17,20
51538305,0,8,6,4,0,0,0
51540385,0,0,0,0,1,5,4
51542498,0,6,4,4,0,0,0
51551442,0,4,5,9,1,0,0
51554143,0,4,4,5,0,4,8
51557295,0,8,14,9,5,10,4
51558776,4,2,2,2,3,4,5
51569070,0,3,3,2,10,6,9
51589159,0,5,2,4,8,13,13
51595459,0,5,3,3,13,10,9
51605493,0,2,4,1,8,8,10
51611658,0,9,10,7,0,0,0
51620757,21,75,104,79,68,60,68
51624865,1,16,12,14,16,18,17
51626580,0,4,10,9,4,9,0
51629989,0,2,1,3,7,4,8
51641120,0,6,5,8,0,0,0
51653125,0,4,4,3,5,5,7
51660527,0,3,6,5,2,1,0
51661852,0,19,21,14,16,21,18
51664578,3,5,4,2,7,6,14
51665292,0,1,1,5,3,4,4
51665480,0,30,17,19,31,38,35
51665776,0,1,3,0,8,3,8
51667057,0,0,3,2,9,9,8
51671676,7,52,56,55,66,60,62
51673203,0,6,6,2,7,9,10
51675924,0,5,6,0,8,7,6
51677044,0,0,0,0,4,0,4
51678088,0,7,3,6,3,0,3
51678566,0,0,2,3,4,4,5
51679071,0,4,5,5,12,11,9
51679236,10,32,27,24,70,66,66
51679393,0,10,12,7,18,20,16
51681027,0,6,6,5,0,3,0
51684758,0,0,0,0,12,9,14
51687484,0,9,7,5,12,12,12
51688619,2,2,3,1,10,11,12
51688922,0,8,6,9,8,4,10
51689898,0,55,33,36,34,26,32
51691431,0,4,2,6,11,10,8
51692529,1,11,14,19,13,18,12
51693574,0,5,3,5,5,5,7
51694101,0,3,5,6,2,3,0
51698333,4,8,5,11,19,17,22
51699188,0,30,36,22,26,33,29
51699918,0,0,0,0,21,16,22
51701198,2,7,11,9,16,14,13
51716168,6,7,6,0,18,14,16
51718661,1,5,7,2,0,1,0
51720050,0,5,5,2,2,0,3
51721979,0,2,2,4,0,4,6
51725835,0,5,10,5,3,2,7
51727812,0,2,5,0,8,4,5
51731519,0,29,28,22,12,13,11
51733624,0,4,6,7,0,0,0
51745891,0,0,0,0,9,6,7
51749836,0,0,0,0,4,6,3
51753038,2,6,12,6,0,0,0
51753529,1,9,12,10,0,2,0
51753915,0,2,1,2,4,4,4
51763747,6,4,7,4,21,17,17
51766415,0,31,40,22,63,55,63
51768679,0,0,0,0,4,7,2
51769928,0,12,7,15,5,9,9
51772493,0,0,0,0,7,7,8
51781174,0,4,0,0,1,6,2
51788454,0,4,2,4,0,0,0
51806042,0,6,6,10,11,13,10
51816293,0,11,9,9,4,5,0
51820593,0,6,4,1,2,5,1
51821180,4,4,0,2,4,4,5
51821292,1,8,3,7,1,1,2
51825387,0,0,0,0,6,6,6
51826365,14,72,41,58,60,32,52
51831366,0,4,1,1,7,5,2
51834075,1,4,2,2,6,10,5
51834782,0,2,1,0,11,9,11
51837035,0,7,11,10,5,12,7
51837448,0,0,0,0,4,6,1
51843942,0,2,2,1,3,5,4
51844641,0,0,2,0,6,8,7
51854905,9,43,34,24,11,12,9
51857633,0,0,0,0,3,4,4
51860766,0,5,0,6,5,4,3
51862901,0,10,5,7,4,8,6
51865810,0,0,0,0,13,13,11
51871507,1,36,30,29,37,41,43
51872738,0,10,6,9,11,13,6
51873873,0,2,0,2,9,6,9
51875775,0,12,12,10,3,5,1
51875837,0,7,5,6,2,0,0
51881151,0,3,5,5,2,2,2
51881412,3,65,60,30,124,132,134
51881501,0,4,2,0,3,4,4
51883137,5,11,6,10,14,13,13
51883847,7,11,15,18,22,16,19
51888223,0,1,0,1,10,11,12
51893396,8,35,27,17,4,3,5
51901786,0,1,1,1,4,4,6
51901816,2,17,13,10,15,17,15
51901930,0,6,2,4,1,0,1
51905273,4,4,4,5,4,1,4
51905788,0,6,5,8,10,8,8
51906750,4,14,14,10,11,4,9
51907206,12,56,60,64,32,29,31
51908457,0,30,45,31,21,31,29
51908559,0,16,7,6,27,20,34
51908706,0,4,5,0,3,4,2
51914270,0,17,11,6,7,0,1
51919876,5,17,17,16,56,46,50
51924699,0,5,6,5,0,5,2
51924715,2,23,28,22,9,4,8
51936197,4,29,31,17,54,52,51
51938955,0,8,10,5,0,0,0
51956627,0,20,12,7,3,4,4
51980240,0,5,6,1,0,0,0
51982759,37,5,2,3,0,0,0
51986192,0,46,37,27,0,0,3
51986905,0,0,5,5,0,4,0
51994357,5,8,9,10,0,4,5
52001861,0,4,0,4,3,3,2
52018370,6,93,63,62,38,40,54
52019133,0,12,16,5,7,8,6
52026998,1,10,10,9,0,0,1
52028571,0,2,0,0,6,6,8
52030915,9,27,18,26,54,46,48
52036272,0,6,11,10,4,3,3
52039172,16,33,26,32,44,40,42
52039934,0,6,2,1,7,0,7
52043360,0,10,18,17,16,15,15
52050160,0,5,7,3,0,0,0
52053840,0,4,4,5,4,5,4
52061002,0,0,0,0,4,4,6
52065007,0,19,19,11,1,3,0
52065636,0,0,5,3,3,7,4
52065887,0,22,7,19,21,26,19
52066393,0,10,5,0,0,4,5
52078827,0,8,13,0,5,4,7
52102527,0,0,0,0,4,5,2
52103579,0,9,14,9,19,16,16
52104222,10,12,18,3,21,21,18
52106941,0,24,17,14,3,2,4
52107678,3,8,9,6,17,23,14
52110256,0,23,15,22,22,19,18
52111095,6,15,9,15,11,9,10
52111408,0,6,6,8,7,5,10
52115804,0,0,3,0,18,12,14
52127537,2,0,0,0,19,16,16
52128172,2,10,4,5,4,4,4
52128700,0,16,8,10,0,0,0
52133023,2,13,14,19,12,11,11
52133265,14,74,62,66,109,93,105
52137167,0,6,6,1,0,0,0
52137320,0,0,0,1,8,5,4
52137954,6,9,6,2,15,17,17
52142223,4,15,17,17,42,41,46
52147574,0,0,4,1,14,10,6
52151281,10,18,16,21,31,45,46
52154733,0,7,8,5,3,3,0
52155195,0,8,7,11,9,9,9
52157505,0,8,8,4,13,11,9
52158557,0,13,14,14,7,2,7
52160960,0,27,25,21,22,21,25
52162437,1,12,12,15,11,10,10
52164353,0,6,5,5,3,1,4
52166470,3,7,9,4,22,11,20
52169617,0,2,0,1,4,5,4
52171527,0,13,9,2,15,11,15
52173157,0,2,4,2,7,5,13
52175482,7,40,33,24,12,10,9
52180243,0,21,30,17,14,4,12
52190191,7,26,27,23,21,22,19
52199423,2,18,22,21,4,7,7
52201482,0,5,7,5,8,6,8
52203210,0,4,4,3,9,6,7
52208959,0,3,7,7,6,8,4
52209772,2,19,20,17,14,11,15
52211248,4,7,6,2,6,7,3
52214384,2,0,0,2,24,24,28
52220043,2,7,7,7,0,0,0
52224059,4,4,4,4,3,0,5
52224787,0,30,23,15,23,18,20
52231732,0,0,0,0,4,8,7
52233853,0,7,4,3,8,10,8
52234703,0,5,8,5,3,1,6
52236210,0,8,14,17,23,16,20
52244732,0,4,4,3,5,5,4
52251262,0,7,6,9,18,14,13
52252815,4,4,4,5,3,0,4
52254551,0,4,0,0,4,10,6
52256456,0,0,0,0,4,8,5
52257789,8,0,0,0,4,4,5
52259174,0,25,21,26,26,26,17
52270379,4,14,8,17,20,11,13
52273031,3,9,8,4,25,22,18
52273550,0,4,6,6,4,5,6
52273803,0,0,5,3,1,1,4
52274644,0,1,4,6,0,0,0
52275082,2,8,5,9,3,6,8
52275525,0,2,3,5,6,5,1
52288172,0,23,20,21,13,10,12
52293964,6,9,7,5,10,6,5
52294946,0,7,14,7,16,13,13
52295407,0,0,0,10,9,8,4
52299917,0,0,0,0,7,6,9
52304217,0,6,15,8,3,4,8
52318243,4,6,4,0,3,0,0
52333023,0,5,7,6,0,0,0
52336699,40,83,66,64,122,114,112
52337459,23,37,35,17,62,67,53
52337663,9,7,0,0,16,16,8
52340038,1,8,8,6,15,14,15
52347291,0,0,0,0,13,17,17
52349047,0,6,5,6,5,5,5
52349055,0,5,3,3,4,3,2
52353689,0,2,4,0,4,7,0
52355740,0,2,0,0,4,5,5
52360146,2,34,42,25,38,37,27
52362394,4,3,6,0,5,8,5
52362453,0,0,0,0,7,6,8
52368346,5,18,18,14,6,5,7
52381331,0,8,7,5,8,7,7
52382617,0,11,4,2,3,7,4
52383239,4,2,2,2,3,4,5
52385306,0,4,2,6,6,10,4
52394671,0,2,1,0,4,3,4
52395265,9,14,5,8,8,10,9
52397445,0,2,3,0,4,4,4
52398634,0,9,7,8,13,16,6
52401874,0,18,18,16,17,14,16
52402474,17,91,121,86,98,74,84
52402963,0,12,8,8,3,2,2
52404948,0,11,10,8,3,3,5
52405636,3,0,0,0,12,11,2
52410499,0,6,5,1,4,5,8
52417444,0,0,0,0,7,4,8
52418031,0,3,5,4,0,3,0
52418189,2,1,2,2,8,5,3
52418710,4,11,8,11,18,14,19
52436629,0,5,5,0,1,0,4
52436684,21,81,68,63,102,81,93
52437576,8,74,80,55,66,52,70
52439553,0,4,5,3,0,0,0
52441815,0,9,19,8,5,5,10
52442093,0,0,0,0,6,7,6
52446240,0,3,3,3,5,8,2
52446492,0,5,13,7,2,10,1
52446684,6,77,110,271,11,10,5
52461390,0,11,14,10,8,8,7
52469697,5,23,18,16,45,42,49
52470205,18,72,71,50,58,55,62
52471599,6,9,7,8,23,33,17
52474809,0,4,0,3,0,7,0
52478017,0,14,10,14,4,6,4
52479037,2,3,2,4,13,11,12
52481957,0,9,7,4,3,3,4
52482478,0,5,5,4,0,0,0
52484917,0,1,7,4,4,4,8
52486288,0,4,8,0,9,12,13
52491895,4,20,12,21,17,11,17
52494604,0,3,4,0,3,2,5
52496684,0,0,2,0,6,4,6
52507170,4,6,6,8,8,14,12
52541518,0,2,3,5,0,4,7
52543027,22,146,93,102,118,96,108
52545436,10,24,27,26,54,30,31
52552807,0,6,5,5,1,5,4
52553687,0,0,1,0,2,6,4
52555087,0,6,6,5,2,8,3
52555493,0,9,5,0,3,6,1
52556330,0,6,4,2,11,13,6
52556607,0,4,2,0,5,6,5
52556695,0,9,13,12,1,2,2
52557202,6,4,0,4,7,10,9
52557632,0,3,4,8,6,3,5
52559671,0,5,3,4,0,0,0
52565057,0,8,8,8,2,3,2
52567554,0,7,6,4,0,0,0
52567987,4,9,11,9,18,9,13
52569279,0,0,0,0,4,5,2
52572378,0,12,15,10,4,7,4
52573836,0,2,0,3,8,5,7
52576745,0,9,7,4,3,3,4
52580463,0,11,13,8,16,19,20
52584607,1,0,0,0,5,7,4
52603476,1,22,15,11,16,10,21
52607938,0,5,5,6,4,9,6
52609475,2,1,3,3,11,7,4
52628294,4,87,101,89,125,119,134
52629327,0,6,5,1,0,2,0
52647932,0,5,3,3,2,4,2
52653726,0,4,0,0,1,4,6
52655657,1,0,1,0,6,5,3
52660526,0,0,2,1,7,3,8
52660900,1,3,5,3,17,19,17
52664889,13,59,47,48,50,45,57
52665302,4,0,2,3,11,11,10
52668190,0,15,11,16,8,10,16
52673479,0,0,0,0,10,8,8
52677378,1,15,7,12,7,8,6
52677407,0,5,5,0,10,17,7
52681949,1,0,3,0,5,7,7
52688091,0,0,0,3,8,4,4
52689644,0,8,6,0,6,0,0
52691110,4,5,3,7,26,27,35
52694109,0,4,4,4,0,0,0
52707103,0,11,7,10,4,5,7
52707206,0,0,0,0,21,24,21
52716771,3,11,8,14,14,14,12
52728501,11,23,20,23,21,20,20
52732612,9,28,24,25,7,4,5
52740215,2,6,7,5,7,6,5
52740222,5,8,11,11,8,11,8
52743343,5,11,13,14,11,12,12
52752989,0,3,2,2,7,7,11
52757647,0,4,5,5,5,5,5
52765191,0,7,4,4,7,7,4
52776758,0,0,1,0,30,35,30
52782418,0,6,6,4,0,4,5
52783963,74,162,140,154,231,232,240
52785447,0,5,5,4,4,7,3
52795139,6,14,9,15,11,9,10
52796995,2,23,28,22,9,4,8
52797583,1,8,8,6,15,14,15
52806222,0,0,1,0,14,18,17
52806950,0,11,8,9,1,2,0
52808333,12,21,22,16,51,43,41
52818916,0,0,0,0,12,9,12
52858675,2,23,16,12,9,14,13
52859114,4,26,26,12,6,7,9
52863741,5,0,0,0,6,3,1
52871177,0,6,7,4,5,5,1
52875265,0,4,6,2,2,3,5
52875507,0,16,9,7,11,11,11
52875546,0,8,9,10,2,4,5
52882808,0,8,0,8,3,0,2
52883209,15,50,42,41,56,44,41
52886144,0,0,5,4,0,0,0
52886249,4,33,32,30,34,39,39
52907248,0,5,1,2,3,6,11
52908245,24,31,26,33,31,28,34
52911164,6,18,9,16,11,14,10
52912807,0,6,6,4,5,5,1
52914477,0,2,5,3,4,5,4
52919310,26,114,100,84,113,107,111
52920751,0,6,6,6,13,15,13
52920879,13,80,92,72,129,134,116
52922407,0,0,0,0,3,4,4
52922847,0,23,21,19,6,11,4
52925154,0,1,0,0,6,6,6
52926951,0,13,8,9,12,14,14
52931966,6,45,43,35,58,61,67
52936475,0,4,3,0,9,10,10
52940977,1,19,20,15,21,13,17
52942757,0,5,4,3,0,0,0
52944288,26,70,89,84,118,103,110
52946157,0,1,0,0,8,10,12
52947324,0,3,3,0,6,7,4
52948480,0,7,7,11,13,11,9
52955187,0,0,2,2,12,13,10
52959366,16,30,33,19,76,79,67
52960359,8,6,8,8,0,0,0
52965208,3,15,19,12,20,28,20
52965301,0,9,5,4,3,0,3
52965965,27,97,78,103,167,142,138
52973857,0,7,6,4,0,0,0
52977992,0,11,11,15,9,9,13
52988764,6,15,24,22,32,25,31
52989190,0,24,17,17,13,13,16
52997835,0,3,1,5,2,2,6
52997877,0,0,1,0,4,3,4
53000467,0,5,0,4,3,3,2
53003285,0,16,9,9,1,0,0
53004235,0,4,11,4,5,3,5
53007836,6,7,5,6,11,15,6
53009216,0,11,9,5,4,5,3
53011375,14,59,50,36,39,30,36
53013292,0,4,0,1,14,10,12
53019891,0,9,11,5,0,0,0
53020019,0,0,0,0,6,4,2
53021696,0,0,0,6,3,7,0
53022041,0,2,3,2,2,5,4
53022701,0,28,37,24,34,36,27
53025774,0,7,6,3,4,0,0
53025880,3,10,10,3,0,0,0
53034759,3,12,9,10,8,9,7
53043520,3,9,11,8,11,7,7
53046930,0,4,7,0,9,10,13
53051959,0,3,0,0,2,6,7
53061056,0,8,10,8,5,2,4
53068920,4,38,45,33,25,25,20
53071160,0,0,0,0,20,17,23
53072051,6,15,17,10,21,19,19
53072485,0,4,6,5,5,5,5
53072938,3,18,14,14,22,27,22
53091040,1,3,6,3,7,7,9
53112960,0,0,0,0,4,4,5
53112999,0,2,1,2,8,1,7
53113770,0,5,6,3,6,7,8
53116788,8,3,2,0,33,33,32
53119645,0,9,8,7,0,0,0
53137776,15,128,123,111,108,109,108
53141982,0,4,9,3,2,7,8
53143486,0,0,1,0,10,15,13
53146078,0,6,2,3,5,6,4
53146391,9,40,54,51,46,42,36
53147337,2,5,8,2,3,4,3
53151584,0,10,8,7,15,12,13
53152071,0,7,7,0,10,11,4
53164247,0,9,9,3,8,2,4
53165732,8,0,0,0,13,11,8
53170346,0,2,2,1,27,17,21
53178120,4,8,9,12,10,17,12
53182897,0,6,8,7,4,5,3
53183751,8,7,6,7,0,0,1
53185524,0,14,8,8,0,0,0
53190058,3,8,8,6,3,5,4
53190795,0,0,0,0,5,2,4
53195025,4,55,63,61,23,22,18
53196880,0,1,2,0,6,6,3
53203775,1,8,8,6,15,14,15
53210033,0,14,7,11,6,3,6
53210287,1,23,17,5,12,9,15
53211283,0,4,6,0,0,0,0
53213339,0,0,0,0,2,7,4
53215366,2,16,12,19,6,7,16
53215455,0,0,0,0,8,9,11
53216151,0,6,6,0,0,4,2
53216714,0,0,4,0,18,18,14
53219646,0,7,3,3,17,8,11
53231316,9,20,28,19,42,43,44
53236398,0,5,4,3,12,15,13
53240084,0,10,17,9,13,14,21
53266045,1,9,5,8,11,11,9
53266601,1,9,16,12,6,7,3
53270438,0,13,8,9,13,17,12
53270990,0,8,8,6,6,14,6
53272339,0,2,2,6,3,4,3
53273454,3,3,2,2,6,5,7
53276596,2,8,4,2,9,4,8
53277742,8,16,10,6,22,11,21
53279804,5,15,23,13,30,19,31
53281469,4,4,2,11,5,16,9
53287205,0,2,7,6,0,0,0
53307617,0,2,2,4,5,3,0
53308075,0,15,6,11,2,4,3
53323354,4,4,3,3,8,8,9
53330667,0,7,4,0,0,1,0
53331903,0,5,4,0,4,2,2
53336155,0,3,5,7,0,0,0
53340244,4,2,3,0,11,17,10
53340339,9,1,0,0,6,6,6
53342569,7,6,4,1,11,11,15
53343379,0,7,11,5,6,5,5
53357538,0,3,4,6,6,1,4
53368233,0,0,0,0,8,12,14
53381139,0,7,6,3,2,5,4
53388870,14,40,39,41,80,57,63
53398493,0,3,5,4,0,3,0
53399100,0,0,0,0,4,3,6
53399671,0,0,0,0,6,8,6
53399959,0,12,6,13,14,15,13
53403998,0,11,17,5,5,5,6
53408606,0,0,0,0,13,12,14
53417725,0,0,0,0,15,16,17
53418449,0,14,12,13,8,10,4
53419157,0,2,6,5,8,13,7
53434096,0,5,8,11,5,3,3
53442012,0,0,0,0,5,3,4
53445291,7,16,17,14,34,26,33
53445762,2,11,11,13,9,10,8
53446853,2,6,5,4,24,23,21
53458440,0,7,6,4,0,0,0
53458837,4,10,13,7,17,19,21
53460814,0,0,1,1,8,9,9
53464577,0,0,0,0,12,13,7
53465239,4,5,3,7,18,15,15
53467378,0,0,0,0,4,7,7
53468820,0,0,0,0,5,7,0
53505474,0,0,1,0,2,8,4
53506164,1,17,11,14,5,11,8
53513984,0,0,0,0,9,5,5
53521585,0,5,1,1,12,10,5
53523933,0,4,0,0,6,0,6
53531731,0,5,4,0,7,7,9
53531871,0,8,5,0,0,4,6
53538959,4,16,8,17,11,8,7
53541719,0,12,7,16,5,6,4
53545178,9,33,42,25,50,43,49
53550096,6,9,6,4,5,5,4
53554021,2,29,22,11,56,48,49
53556793,1,8,8,6,15,14,15
53567298,0,0,0,0,4,6,4
53568421,0,14,20,12,8,5,7
53571892,0,0,0,0,14,13,8
53572036,0,0,0,0,4,7,8
53580849,0,9,5,8,11,7,10
53580993,1,6,10,5,4,0,2
53583267,0,1,3,2,4,3,5
53586382,104,356,406,499,339,359,348
53592129,0,4,3,3,4,6,4
53592988,0,3,4,2,2,5,2
53596244,0,18,12,13,20,27,23
53600275,0,0,0,0,5,3,6
53602178,16,44,64,56,108,94,91
53604032,0,9,2,0,4,0,2
53607220,2,1,3,2,13,18,13
53607239,3,25,24,20,26,31,20
53608585,0,4,6,0,7,7,8
53609068,0,9,14,13,8,11,8
53626078,0,11,8,5,65,63,52
53628477,0,0,0,0,3,6,4
53635454,0,5,6,5,7,3,5
53638567,0,0,4,2,1,6,1
53638619,0,1,2,0,13,11,11
53640211,6,0,2,3,39,43,39
53644042,0,13,21,9,7,8,14
53644290,1,10,10,7,17,14,17
53649512,0,2,2,3,4,2,5
53670697,0,22,26,11,21,27,28
53692846,0,5,2,0,5,5,5
53705851,0,10,7,3,10,8,12
53706430,0,7,9,7,5,3,5
53707308,0,3,2,4,5,1,3
53707917,0,8,4,6,6,0,0
53709174,0,10,11,7,13,12,11
53710281,0,8,9,9,2,4,5
53712890,0,3,0,0,11,15,13
53716694,0,2,2,0,11,10,9
53718327,4,4,2,2,12,15,12
53724637,4,17,14,6,35,39,40
53730492,5,17,17,20,20,18,24
53731367,0,4,8,0,7,7,7
53731711,0,20,19,16,3,9,5
53737577,0,0,0,0,4,3,4
53737631,2,30,15,13,10,15,4
53739636,2,18,22,21,3,5,4
53740526,0,7,6,8,14,15,14
53741770,0,9,4,5,0,0,0
53743046,2,4,3,2,5,6,5
53744987,8,3,4,8,5,8,6
53747923,0,6,7,4,4,6,3
53749581,0,6,4,5,6,5,5
53757484,0,11,6,4,4,6,5
53757529,0,5,0,5,4,3,5
53767734,0,6,0,4,3,5,4
53770401,3,10,6,1,7,7,6
