,Neg1rep1,VK1rep1,VK3rep1,VK5rep1,unenriched1,unenriched2,unenriched3
39498636,1,6,7,4,16,22,19
39503301,0,20,23,4,8,17,28
39510055,0,0,0,0,10,11,12
39510292,6,37,32,30,21,11,17
39537644,24,118,92,68,181,98,182
39538706,4,11,5,10,28,22,26
39540375,2,5,6,7,6,6,7
39542917,0,7,10,7,2,0,4
39545534,0,32,32,25,36,46,41
39546100,0,0,4,4,7,3,5
39546625,0,4,5,4,2,4,2
39547316,0,26,28,14,19,17,10
39548280,8,23,17,18,4,4,6
39550231,6,4,6,4,8,38,13
39551310,0,14,14,12,4,6,5
39551537,0,0,0,0,7,7,8
39552245,0,11,10,8,0,0,0
39553067,0,4,2,4,3,3,6
39555884,0,13,17,5,24,22,25
39555972,0,6,7,11,4,0,2
39556505,29,73,55,51,136,100,138
39560588,0,5,0,0,1,6,2
39561218,2,8,13,7,40,31,41
39568271,2,25,19,22,13,16,20
39569368,1,10,10,7,20,20,20
39569838,2,12,8,12,14,10,7
39572470,0,19,18,11,8,11,5
39574760,0,2,0,6,6,3,5
39577293,0,4,3,2,2,8,0
39577814,0,1,0,0,5,6,4
39584199,0,31,25,30,6,11,7
39585833,2,8,8,7,7,3,5
39588863,0,4,2,6,11,8,8
39596814,0,10,10,11,2,0,4
39597104,4,11,9,10,10,12,10
39603871,0,3,0,0,7,7,8
39605872,0,0,0,0,4,0,4
39610335,1,3,3,2,16,34,21
39623274,0,15,12,7,7,10,5
39637495,0,6,2,9,2,1,4
39639306,0,8,6,0,2,2,1
39648493,3,26,15,20,12,18,13
39650230,0,4,3,6,1,2,3
39651603,4,2,2,2,3,4,5
39651630,4,63,51,55,66,47,59
39670682,0,4,4,0,1,0,0
39672340,0,5,5,5,5,2,4
39681257,5,31,32,23,86,75,96
39682723,0,16,19,51,4,2,3
39689526,0,3,6,2,4,0,0
39690665,0,24,28,24,6,6,6
39700687,0,3,2,0,4,6,2
39702055,0,7,2,4,8,4,7
39707315,0,5,5,4,0,0,0
39707614,0,14,14,14,15,8,12
39719331,0,4,7,0,7,8,8
39720529,10,59,56,44,75,75,77
39721096,0,4,4,3,14,11,10
39732349,0,60,56,40,43,50,45
39736766,5,10,11,16,21,38,23
39748977,0,9,9,9,5,5,8
39753345,18,73,66,72,87,94,99
39754281,0,5,4,0,0,0,0
39755298,3,6,7,6,10,5,7
39756635,7,16,16,13,28,20,22
39758553,0,6,5,8,10,8,8
39759011,0,0,2,0,13,10,17
39760203,0,17,18,19,20,11,16
39760327,0,5,4,0,6,8,6
39761371,0,17,20,7,12,15,8
39770211,0,11,10,3,0,2,0
39772013,0,5,5,0,0,3,1
39776553,6,42,49,30,73,73,66
39776976,0,5,7,5,2,0,0
39777449,0,3,5,3,10,7,4
39777943,1,8,4,2,4,2,4
39785820,0,2,3,1,4,5,4
39786984,0,4,4,0,7,5,10
39787404,37,90,66,86,169,144,143
39797883,0,3,2,2,6,12,5
39810417,0,5,4,3,5,4,4
39820532,7,16,21,11,52,41,63
39822388,7,10,8,11,4,0,8
39828898,10,14,12,13,0,0,0
39829660,2,11,6,11,24,25,30
39833476,0,4,4,8,9,6,6
39835599,4,14,14,17,6,8,9
39837699,0,0,4,2,6,0,5
39844930,0,0,0,1,4,7,6
39847522,4,15,11,11,9,8,14
39848569,1,10,10,7,17,14,18
39849250,0,8,14,5,21,19,15
39851789,0,13,13,16,7,10,7
39853630,0,5,8,2,0,0,4
39854476,2,2,3,4,4,0,0
39855587,0,0,0,0,5,4,6
39858294,2,13,16,14,15,11,15
39860959,15,19,17,8,31,35,26
39861824,0,6,8,5,4,1,6
39861903,1,6,10,16,6,6,8
39864360,0,12,12,5,15,11,7
39869503,0,10,3,4,6,5,6
39872206,0,2,2,2,16,14,16
39872481,0,18,9,10,10,9,11
39872557,6,18,17,12,12,19,14
39909297,4,10,7,4,37,38,42
39910255,1,11,11,6,0,0,1
39915019,3,17,12,14,3,5,7
39917347,0,0,0,0,5,0,5
39917934,0,0,0,0,7,5,6
39922068,0,11,8,12,22,20,19
39925765,0,2,0,0,6,6,8
39929734,0,1,2,2,3,5,4
39933385,0,0,0,0,12,9,10
39934005,4,43,34,39,43,30,36
39934574,6,0,0,0,14,11,12
39934741,0,0,0,0,5,14,4
39937114,0,1,5,2,4,4,6
39937943,0,9,7,7,9,7,4
39938702,0,5,6,5,2,2,0
39945313,0,8,10,10,17,12,15
39947940,0,0,0,0,9,12,11
39948809,0,11,9,12,9,15,9
39948915,4,26,27,32,39,42,35
39950438,0,10,15,14,8,8,7
39959016,0,0,0,0,9,10,5
39961103,6,23,23,13,24,14,23
39961135,0,0,0,0,5,6,7
39965365,17,54,49,40,73,67,71
39969373,0,6,8,0,3,4,0
39972608,1,15,7,12,7,8,6
39974545,0,4,3,6,0,0,0
39976858,4,21,10,17,56,44,45
39978363,0,13,13,10,6,12,7
39994986,0,4,4,2,1,3,0
39997200,0,5,5,6,18,12,13
40001003,0,0,0,0,3,4,5
40004618,0,0,0,0,7,3,9
40011862,0,0,0,0,6,0,7
40013927,4,40,48,45,60,49,52
40014046,1,11,18,10,10,6,12
40018612,0,14,8,7,13,14,14
40024518,0,0,1,1,6,3,4
40024622,0,6,7,6,6,5,6
40028995,1,3,4,6,1,0,0
40030259,0,3,4,0,3,2,5
40032471,0,1,2,0,6,6,3
40036060,0,10,10,5,3,6,5
40038469,0,5,5,3,0,0,0
40038499,1,3,10,8,20,8,13
40041101,0,8,7,4,3,6,2
40041834,4,5,3,7,21,21,22
40042595,0,5,2,2,4,5,2
40042956,0,7,6,6,12,18,18
40043073,1,4,2,5,10,6,9
40043291,5,30,43,32,61,69,56
40044425,0,3,5,5,2,5,2
40045063,0,0,0,0,7,7,8
40046763,0,17,18,12,18,9,12
40048345,0,10,11,11,7,0,6
40049796,0,4,7,4,7,3,7
40050748,0,1,4,0,15,11,16
40051190,0,0,0,0,0,4,4
40051533,0,18,12,18,28,20,25
40054228,0,9,13,10,7,7,7
40055509,0,2,2,0,9,8,8
40057681,17,44,37,43,43,30,47
40059677,0,4,5,4,2,4,2
40059878,0,0,0,0,2,5,5
40061398,0,6,5,8,10,8,8
40069052,1,5,3,5,14,11,12
40070689,0,0,0,0,8,5,4
40075163,0,7,6,11,1,0,0
40084907,23,51,72,69,118,95,104
40085118,0,0,0,0,10,13,10
40087573,0,6,4,4,5,4,11
40090242,0,6,4,4,6,5,5
40093027,0,9,6,6,0,0,0
40096353,4,12,9,9,8,10,14
40096542,0,8,8,7,10,9,12
40105724,3,7,9,4,15,8,13
40109241,0,2,5,1,2,5,1
40110745,6,34,31,26,41,30,41
40112884,0,5,5,5,2,5,2
40113341,3,5,2,3,7,0,6
40116546,0,0,0,0,4,8,5
40127258,0,12,8,10,4,2,4
40128353,4,19,19,20,15,13,13
40130030,0,0,0,0,7,7,3
40130545,3,19,12,12,48,34,33
40132861,0,8,11,8,4,5,6
40137855,9,66,53,48,56,59,51
40138605,1,10,17,2,16,20,16
40145382,0,9,20,8,6,5,11
40147478,0,0,0,0,25,20,12
40156209,0,15,10,12,0,2,4
40160447,0,4,0,4,3,3,2
40161686,10,59,35,54,36,24,24
40168897,0,4,5,9,7,8,9
40175701,7,67,65,135,46,36,42
40188225,0,0,0,0,9,9,8
40189334,6,19,18,19,22,29,17
40202302,0,4,2,6,13,13,8
40203993,2,7,9,7,21,29,33
40206311,0,0,4,5,0,0,3
40210077,7,37,32,34,50,47,45
40213847,3,15,11,4,28,18,25
40220147,0,10,10,8,5,8,7
40238311,6,7,5,0,8,9,10
40249622,0,2,1,0,6,6,8
40254408,0,6,4,3,3,2,2
40260495,0,0,1,1,12,11,9
40268135,0,0,0,0,7,6,9
40273714,1,3,3,1,16,9,11
40275421,0,4,4,3,16,12,11
40279031,0,5,10,5,7,9,5
40279927,0,0,0,0,5,2,5
40281646,0,9,5,7,9,11,8
40284634,0,1,2,4,8,4,5
40289380,0,4,3,5,0,5,0
40290134,19,93,68,62,92,84,90
40303553,0,5,4,5,0,0,0
40310265,0,6,2,1,9,0,10
40311155,0,6,4,5,0,0,0
40312096,1,7,8,11,21,26,19
40315766,0,4,2,3,4,4,7
40326381,0,10,7,9,0,3,0
40327086,0,0,4,2,6,3,8
40330692,0,0,5,1,6,4,8
40351811,7,11,19,19,12,14,10
40352308,0,9,11,11,3,4,5
40361013,0,0,0,0,7,7,6
40361651,0,3,1,1,6,8,10
40379786,0,2,4,4,12,8,11
40385973,6,26,28,19,9,6,13
40388280,0,17,14,22,13,22,11
40388789,4,13,16,12,20,11,14
40392134,9,2,0,0,14,12,13
40393382,8,31,38,13,15,27,40
40396476,1,5,10,6,12,11,10
40399566,3,14,8,3,23,26,26
40403207,35,68,55,80,47,48,44
40413416,0,6,4,0,8,3,10
40417542,4,2,2,3,3,4,5
40425603,0,10,13,9,12,14,11
40434933,4,2,2,2,3,4,5
40437877,8,4,4,0,0,0,0
40438794,0,0,0,0,5,10,4
40438835,0,0,0,0,13,2,9
40439635,2,7,9,9,21,20,19
40445304,1,8,8,6,15,14,15
40448844,1,22,15,19,14,13,9
40449148,0,7,7,9,13,4,12
40451795,2,4,4,4,7,8,11
40454015,5,13,11,16,18,17,23
40454796,10,2,2,3,15,15,15
40459079,0,4,4,3,7,4,7
40467641,0,10,27,20,2,6,3
40468403,0,3,0,0,6,6,6
40471003,8,31,21,23,24,23,30
40472017,0,0,1,1,11,7,9
40475898,0,19,24,16,30,17,27
40476364,4,49,47,46,66,65,67
40477281,1,21,19,6,20,22,20
40479497,0,7,2,4,8,4,7
40482834,0,4,5,7,10,8,9
40484257,2,27,19,20,29,28,26
40486721,2,20,22,23,29,26,26
40490261,0,11,9,11,2,4,1
40492941,0,6,5,5,7,7,6
40505167,1,5,4,8,15,12,11
40518067,1,29,24,32,26,30,21
40518843,0,5,0,4,12,5,10
40522458,9,17,25,25,16,31,25
40525078,5,24,17,18,23,33,24
40525734,0,4,0,0,4,0,9
40531629,0,14,10,11,11,15,13
40532352,0,0,0,0,7,4,7
40536926,2,9,3,8,35,21,35
40538371,0,9,3,7,1,2,0
40542460,1,9,4,7,20,14,16
40544251,0,13,19,7,14,18,24
40544258,0,4,17,7,26,21,26
40546248,14,12,10,11,15,22,18
40551040,0,25,18,19,18,15,28
40553022,0,4,4,5,3,3,4
40569237,0,7,7,6,4,3,8
40581645,3,8,6,4,8,2,9
40582822,0,2,2,3,7,5,6
40584357,0,2,4,2,7,5,13
40586201,1,22,18,13,35,37,40
40587067,0,12,19,10,12,14,12
40603564,0,2,1,1,8,7,8
40603890,0,5,2,3,4,6,4
40626558,0,0,0,0,12,10,14
40630073,0,13,9,6,4,6,5
40640683,9,21,25,15,0,0,0
40647179,0,6,0,5,14,9,13
40650865,0,0,0,3,5,6,9
40653126,0,13,7,8,21,13,19
40658900,0,4,3,2,6,9,10
40659557,0,5,2,2,0,5,2
40659878,10,31,18,45,29,33,30
40661357,0,0,0,0,4,2,4
40666102,1,9,11,8,13,22,5
40666269,0,4,0,6,1,3,3
40671283,6,7,6,0,22,20,20
40673879,0,6,7,0,2,3,1
40674602,0,0,4,0,27,24,28
40675598,0,9,5,0,10,8,8
40676436,0,4,5,3,9,7,6
40680526,2,17,24,17,22,22,23
40686252,10,27,30,27,9,13,13
40688290,4,25,21,27,8,15,10
40688875,3,36,31,29,65,75,63
40691438,0,13,19,0,23,14,23
40693185,0,6,4,2,7,8,8
40697017,0,3,2,2,6,11,9
40702304,5,0,5,0,8,5,6
40702413,20,50,46,42,71,63,54
40711378,0,5,0,4,2,3,5
40711620,0,0,0,0,11,10,11
40718655,0,25,22,20,13,14,13
40719712,0,16,17,16,15,14,14
40723118,16,54,43,42,67,108,47
40726507,16,30,36,19,112,108,100
40727871,0,2,1,0,4,3,4
40729521,2,13,15,14,25,22,25
40731472,9,9,12,15,45,50,45
40731912,0,9,6,7,10,14,12
40733134,0,0,0,0,3,4,5
40734535,0,6,4,2,3,2,1
40737456,6,5,7,4,5,11,5
40738381,0,3,7,7,0,3,3
40739058,0,9,5,0,7,6,6
40748632,0,4,4,3,6,8,5
40749400,0,1,4,6,0,0,0
40751476,0,4,0,3,5,4,3
40754295,0,5,1,0,9,0,5
40758897,0,51,36,37,16,19,9
40765713,0,0,0,5,4,2,4
40766375,0,0,0,0,4,7,8
40766825,0,3,11,16,22,21,19
40770513,1,4,2,2,6,8,4
40772757,0,4,4,6,4,2,3
40774488,0,0,0,1,8,6,7
40779364,3,11,8,14,14,9,13
40788256,4,2,2,2,3,4,5
40790052,7,7,11,12,11,10,8
40790491,3,3,8,3,6,7,5
40791359,0,4,6,4,3,3,2
40792413,0,4,0,3,7,5,8
40792628,0,0,2,2,6,7,7
40798736,0,13,11,10,3,4,1
40799658,8,7,7,0,25,22,22
40801738,8,20,18,23,30,30,34
40807131,4,59,41,43,33,28,26
40809721,0,1,1,0,1,5,4
40812287,0,12,6,12,30,28,20
40816991,0,0,0,0,4,4,7
40824579,0,4,3,1,4,4,4
40830473,0,0,0,0,14,10,11
40841516,0,6,5,8,2,0,0
40845688,1,8,8,6,15,14,15
40846185,6,7,5,6,9,12,6
40846910,4,11,8,5,5,2,4
40847006,0,15,18,15,16,15,16
40849205,0,1,2,2,4,1,4
40850542,2,4,2,5,1,7,7
40853526,0,0,0,0,9,10,9
40855209,0,4,4,3,3,1,6
40856835,0,16,9,7,20,19,24
40859402,0,0,0,0,19,27,22
40865081,0,0,0,0,4,7,8
40865503,0,0,0,2,7,7,9
40867079,3,18,25,28,66,66,46
40869937,2,4,4,1,12,6,5
40869974,10,32,27,26,48,40,52
40871202,0,0,0,0,3,9,6
40873081,0,9,9,11,23,23,22
40877365,1,11,12,9,12,11,14
40877584,7,27,30,25,11,11,12
40879112,0,12,15,13,14,17,23
40884997,7,13,12,11,12,9,15
40885134,2,0,1,5,4,0,0
40888489,0,0,0,0,14,16,16
40890209,1,8,8,6,14,19,16
40890414,0,0,1,1,6,3,5
40892300,3,8,15,10,15,18,15
40893555,0,4,5,7,6,5,7
40898493,0,0,1,1,4,7,6
40899233,0,2,0,2,4,5,4
40907486,0,0,0,4,8,7,6
40908371,0,6,3,4,22,16,16
40913596,0,0,0,0,0,7,6
40914080,0,4,6,4,4,3,8
40921772,0,7,3,5,0,2,3
40922865,0,11,7,4,9,10,9
40923461,4,2,2,2,3,4,5
40928472,4,0,3,4,17,12,17
40932199,0,4,4,3,5,5,4
40935783,0,6,9,13,10,10,11
40937455,0,15,14,1,14,5,13
40937902,0,0,0,0,6,5,9
40938225,0,2,6,0,6,8,4
40941436,0,4,4,2,0,0,0
40947806,0,12,6,5,6,4,2
40955791,4,10,8,12,20,11,15
40958253,0,13,12,8,25,23,18
40958819,3,5,6,11,10,6,11
40959224,2,7,4,2,4,3,2
40962659,0,11,13,0,11,9,13
40967051,2,9,11,7,47,41,43
40967307,0,5,1,3,4,3,4
40968297,1,17,26,10,34,56,44
40969110,0,2,2,0,6,4,6
40971421,12,38,42,29,55,40,46
40974402,2,14,13,7,27,16,22
40975779,0,3,5,4,0,3,0
40978883,1,11,10,7,14,15,10
40979151,0,0,0,0,3,10,11
40986662,1,26,26,26,25,24,21
40987745,0,8,6,13,8,5,11
40988850,0,3,3,6,8,8,8
40989094,4,2,2,2,37,28,28
40989357,12,64,70,36,71,74,67
40989487,15,20,22,19,49,53,48
40990696,0,3,1,2,5,5,6
40991760,1,6,4,0,13,6,13
40991805,0,5,1,3,12,11,10
40997572,0,5,10,3,14,16,14
40999159,1,22,22,25,15,19,14
40999747,8,41,55,44,51,55,48
41003232,17,22,24,16,15,20,24
41007671,0,3,8,4,4,5,10
41014153,0,4,1,2,11,8,9
41016622,0,0,2,2,3,5,9
41017312,0,0,0,0,6,5,3
41018355,0,8,9,9,2,4,5
41030872,0,8,5,3,4,4,6
41035922,0,21,25,10,4,8,5
41047470,8,2,4,4,0,0,0
41050172,3,14,13,14,72,86,87
41052532,0,0,0,0,7,6,6
41054387,4,4,4,4,9,8,13
41060605,1,12,9,10,3,4,4
41062289,3,11,8,14,21,18,28
41062864,0,4,4,5,3,4,2
41067909,9,27,21,25,54,39,41
41072355,1,29,30,20,29,19,31
41072424,0,7,13,6,6,8,5
41077271,0,0,0,1,4,6,5
41081773,0,19,18,16,3,0,2
41087706,9,65,64,38,75,93,78
41091278,0,2,0,0,9,0,8
41092269,0,0,0,0,1,4,5
41093382,0,0,2,1,7,3,8
41095624,0,0,0,0,7,8,10
41095919,0,31,36,36,10,12,8
41096406,0,7,4,0,0,1,0
41096677,2,16,12,19,6,7,16
41098853,0,0,0,0,8,9,8
41102295,0,5,3,5,5,3,5
41102847,0,4,6,4,4,4,5
41109621,0,0,0,0,4,4,7
41110941,7,43,46,46,31,31,35
41113300,0,0,0,0,5,5,5
41115016,0,0,0,0,4,4,7
41117642,17,34,35,32,52,47,50
41118432,0,16,9,8,7,6,6
41124596,12,9,15,11,32,26,30
41124963,0,11,10,10,4,3,6
41126292,0,0,0,4,8,6,9
41126891,0,4,3,4,0,2,4
41127187,0,6,7,5,9,5,10
41128849,0,7,0,2,3,5,4
41132356,0,4,5,4,7,2,5
41133095,6,4,0,4,7,10,9
41134083,6,55,43,45,34,29,29
41136968,0,0,0,0,5,4,3
41140798,0,0,4,4,3,1,2
41141105,0,9,8,6,22,29,26
41142204,1,8,11,7,7,8,7
41149090,3,6,7,6,10,5,7
41154848,0,17,19,12,13,12,15
41156594,0,5,5,7,6,8,4
41157375,0,4,5,5,6,9,6
41158597,14,79,64,36,29,38,43
41165392,0,8,6,8,13,8,8
41172647,0,0,0,0,4,8,3
41174778,1,0,5,10,7,8,11
41175542,0,0,0,0,6,5,4
41176110,0,12,7,8,14,18,15
41178079,1,15,18,20,5,3,5
41179390,0,2,4,3,3,3,4
41181960,0,6,9,5,10,9,11
41185024,0,5,6,0,10,8,7
41188873,0,0,0,0,7,9,5
41193305,0,2,0,0,10,11,7
41200281,0,4,8,5,2,2,2
41204377,0,4,2,6,11,11,9
41204379,20,66,54,61,74,86,100
41204566,0,5,9,4,16,5,15
41208591,0,13,6,7,12,9,7
41211850,0,12,9,15,12,8,12
41217173,1,75,48,52,67,60,56
41223429,0,0,1,0,9,4,8
41230599,2,9,10,13,6,12,6
41230976,0,12,8,14,15,9,17
41232121,0,10,6,10,24,23,18
41232221,0,2,3,2,9,8,7
41234649,5,12,12,25,38,28,20
41242315,0,2,7,8,25,31,21
41242615,0,12,8,12,5,6,4
41247418,0,4,6,0,0,0,0
41249943,0,4,3,2,9,8,12
41254298,14,58,57,70,43,41,39
41264166,0,10,7,8,13,8,9
41268430,0,7,5,0,4,15,5
41277960,0,1,2,1,3,8,6
41281246,3,1,0,0,11,13,13
41284655,0,7,7,6,4,4,10
41287263,1,8,8,6,15,14,15
41289069,3,9,9,1,14,12,17
41291388,0,13,12,11,4,7,3
41306194,0,5,5,5,0,0,0
41318454,0,0,0,0,4,12,7
41339514,0,0,5,0,8,6,8
41341320,0,7,8,6,4,6,2
41347411,0,4,7,3,10,10,11
41351452,0,7,4,4,14,17,12
41353184,0,5,4,8,0,0,0
41357783,0,4,5,6,0,0,0
41361069,0,11,7,10,3,4,2
41361740,2,0,0,0,6,7,3
41366564,0,4,4,2,9,7,8
41367059,0,5,4,2,16,14,11
41372547,0,14,7,9,4,1,4
41376807,0,0,0,0,4,5,0
41377613,0,0,1,0,3,4,4
41381210,4,2,2,2,3,4,5
41382195,0,6,4,8,5,7,5
41382277,15,37,20,32,37,30,38
41384441,0,17,13,12,21,21,22
41386386,0,10,6,6,4,4,4
41389376,0,6,7,8,9,12,13
41397516,0,8,8,8,6,8,8
41397517,0,7,6,4,0,0,0
41398905,0,4,2,2,5,5,8
41401978,0,5,4,4,0,2,0
41409343,0,6,16,3,4,5,0
41423207,0,6,6,5,0,0,0
41424900,0,3,0,6,3,4,7
41438717,0,8,8,6,2,3,4
41442153,23,12,3,21,22,24,22
41444278,2,10,15,16,13,18,14
41446606,0,0,0,0,9,9,8
41455330,0,5,3,6,4,5,4
41460179,0,18,9,23,18,14,16
41464701,0,6,0,5,2,0,1
41466580,0,4,7,8,12,11,8
41472008,0,7,1,4,0,0,0
41472616,0,6,5,6,0,0,0
41481789,4,3,5,4,11,10,10
41483770,2,11,10,17,1,3,0
41486759,0,2,1,1,6,4,6
41491269,6,15,15,11,16,17,18
41493243,4,16,10,14,12,15,15
41497716,2,4,4,6,2,8,3
41498782,7,16,14,10,27,28,25
41505027,2,9,8,9,17,22,18
41507034,0,0,0,2,8,5,8
41511850,0,7,5,8,5,3,5
41512304,0,5,5,0,4,4,6
41513103,9,24,18,24,32,23,33
41521775,4,24,20,16,29,33,31
41521963,0,9,8,7,6,18,10
41523346,0,6,8,6,12,9,9
41525066,4,4,3,3,8,8,8
41525834,1,6,5,6,6,5,6
41526942,17,13,10,8,28,43,19
41530031,0,13,9,6,0,2,3
41533532,0,2,1,4,3,7,2
41534199,0,0,0,0,0,4,4
41540202,1,48,22,21,44,28,33
41541151,0,11,12,13,2,8,0
41541925,0,8,9,4,0,2,3
41547405,0,7,5,0,7,7,9
41557568,0,2,1,0,4,3,4
41558348,6,31,33,27,51,39,44
41569291,6,13,12,9,13,8,14
41575579,0,0,0,0,5,10,4
41582175,0,8,7,3,7,6,7
41582595,0,2,4,3,3,5,3
41585531,0,18,16,13,15,19,15
41586571,0,7,3,3,20,9,13
41594063,4,15,16,12,5,4,6
41595751,0,0,4,4,3,1,2
41599623,3,4,4,4,31,30,20
41603471,3,10,16,14,17,17,21
41605354,3,0,0,0,5,0,7
41608006,0,0,0,0,6,3,4
41609253,10,12,12,14,24,20,25
41638305,0,9,8,8,2,6,3
41640798,0,6,5,4,12,13,11
41650029,0,0,6,0,4,0,6
41650094,18,118,135,124,157,139,168
41653752,0,22,20,24,8,10,8
41654076,0,10,6,7,0,2,3
41655193,9,10,8,9,14,16,11
41657437,6,35,23,23,7,8,7
41658711,0,4,7,3,1,0,1
41659212,0,3,4,3,4,4,7
41659671,2,4,4,4,11,9,7
41661533,0,38,25,16,3,2,0
41662262,0,2,1,6,7,3,3
41663665,0,35,28,30,56,46,51
41668931,4,2,2,2,3,4,5
41686443,0,3,4,5,0,0,0
41688438,10,27,18,23,26,24,30
41692597,0,5,0,0,0,4,2
41700093,0,4,12,6,12,14,17
41717174,4,18,15,16,10,11,9
41728649,7,32,32,27,13,11,12
41733069,0,19,20,16,22,16,16
41738140,0,0,0,1,6,5,4
41742257,0,0,0,0,11,7,6
41746315,5,24,15,21,33,21,24
41748217,0,16,8,12,5,6,7
41749079,0,8,6,0,8,7,3
41750634,0,9,7,4,3,3,4
41751248,0,6,10,2,4,4,1
41751957,2,7,6,6,18,14,13
41761148,0,5,4,5,0,0,0
41764888,0,6,5,5,1,3,3
41765508,0,2,0,0,6,6,8
41767320,4,6,6,4,6,5,4
41774270,0,3,5,4,3,0,2
41786349,0,1,0,0,4,10,5
41793042,0,11,8,11,14,9,12
41804552,0,0,0,0,2,4,4
41805440,0,8,16,8,6,6,11
41809447,0,15,9,11,3,4,3
41809956,8,4,4,3,12,15,12
41812024,0,12,12,9,14,14,11
41815158,8,10,7,4,7,5,8
41824582,0,9,7,7,10,7,5
41837445,0,0,5,5,19,20,20
41838138,0,9,7,5,10,8,9
41839014,0,15,11,11,11,12,14
41850191,2,14,18,9,21,20,22
41852111,1,6,9,16,7,8,11
41856344,11,4,3,1,20,20,22
41858359,8,9,6,3,8,10,8
41861617,0,4,6,5,5,5,5
41862362,0,3,0,0,11,14,9
41869870,0,0,0,0,5,3,6
41874078,8,14,12,11,10,11,12
41875580,0,4,0,4,0,0,0
41879861,4,21,18,19,31,25,31
41883746,3,6,8,15,20,20,20
41884028,0,7,8,6,1,0,1
41884501,0,0,0,3,3,8,6
41885797,0,13,6,11,23,13,17
41887125,0,8,9,6,0,0,0
41889211,3,61,73,51,63,71,80
41891564,0,0,0,0,8,12,14
41891746,0,4,7,5,4,3,2
41895556,14,40,27,22,21,28,27
41896771,0,8,9,7,10,5,11
41896895,16,46,44,44,16,24,17
41900597,0,8,9,0,12,17,10
41903583,0,4,4,0,6,5,0
41904430,0,18,9,26,21,20,25
41908789,17,97,93,100,59,56,51
41910209,9,8,8,8,25,27,25
41915515,0,9,11,7,10,9,2
41923576,0,10,12,7,12,11,13
41924750,0,8,4,7,10,9,10
41925128,0,9,13,0,12,12,14
41925783,0,17,12,19,21,14,16
41931398,0,2,5,7,9,7,6
41931955,0,3,5,5,1,3,3
41939636,0,9,9,9,4,5,8
41945702,0,8,6,5,3,0,4
41951903,0,12,22,12,9,10,11
41952038,7,14,5,9,27,18,13
41954556,0,4,6,0,7,7,8
41957845,0,11,8,10,21,21,24
41965459,0,11,15,6,7,7,8
41972535,4,16,8,16,22,25,17
41973966,0,5,5,1,2,5,4
41975532,0,2,1,1,4,4,5
41976513,2,42,39,40,24,25,19
41984122,0,2,0,0,4,4,0
41988378,0,10,5,7,3,5,3
41993190,0,4,4,3,4,1,3
42002967,6,9,10,4,76,71,65
42005004,2,4,0,0,11,6,7
42019001,4,19,18,18,21,16,18
42019006,0,27,26,24,44,36,35
42019439,6,6,5,6,0,0,0
42019836,0,5,1,2,1,4,7
42021221,0,0,1,0,9,9,10
42023721,0,17,24,7,9,10,8
42023959,6,0,0,0,15,12,12
42029624,0,8,8,16,5,7,9
42031141,1,0,0,0,5,6,6
42033080,3,7,9,4,15,8,13
42034025,0,17,13,10,12,15,15
42034099,0,4,1,4,0,3,0
42034250,0,7,2,5,0,0,0
42036120,0,8,5,0,3,4,0
42038902,0,13,13,16,8,10,7
42040335,0,3,3,2,21,11,14
42043631,0,0,0,0,5,0,5
42045959,1,5,4,5,0,2,0
42050891,0,3,3,0,5,10,5
42053338,0,7,6,4,3,3,3
42061238,4,2,2,2,3,4,5
42065259,4,10,8,12,7,9,9
42077445,0,6,6,3,7,6,5
42079357,13,29,30,30,42,40,43
42083891,0,1,2,2,5,5,7
42098619,0,3,1,2,4,3,5
42100189,12,139,95,101,117,96,99
42102729,0,6,5,9,12,9,10
42107990,2,1,4,3,2,3,4
42108500,7,97,119,81,54,74,76
42114330,0,0,0,0,9,8,7
42119857,13,83,60,57,62,93,61
42121969,3,50,52,39,48,45,45
42122100,1,8,8,6,15,14,15
42129940,0,13,9,4,28,20,26
42130934,0,4,4,2,11,8,10
42132269,0,20,18,16,16,10,19
42139824,0,21,13,25,12,6,12
42149278,0,5,5,1,0,0,2
42155328,0,0,0,0,1,7,4
42155537,0,10,6,9,2,3,0
42159414,0,4,0,1,22,13,14
42165310,0,1,0,0,5,0,6
42165837,0,32,28,25,3,2,5
42175828,0,11,15,6,3,3,2
42179199,0,6,4,2,2,0,0
42181783,0,13,11,8,5,10,7
42188093,43,12,4,6,0,0,0
42192633,3,10,6,1,7,7,6
42212067,1,11,9,7,13,18,13
42215585,4,21,10,15,13,12,12
42220539,6,42,33,10,39,39,39
42221176,8,46,36,34,82,75,87
42225444,1,0,0,0,3,10,7
42234820,0,0,0,5,21,17,17
42236038,0,4,0,4,2,2,4
42245029,6,18,21,20,22,17,17
42245728,0,4,1,4,0,0,0
42250934,1,11,18,10,6,2,4
42254931,18,6,3,3,0,0,0
42255893,0,10,10,11,2,0,4
42257911,0,4,3,4,0,0,0
42263822,0,4,4,6,2,2,3
42264175,0,5,8,3,0,0,0
42270343,0,5,3,4,0,0,0
42274513,0,7,6,5,1,0,0
42278268,6,13,19,15,7,3,6
42283100,0,2,2,0,4,5,4
42285092,0,4,4,6,0,0,0
42288070,0,0,2,3,5,5,4
42289018,5,3,1,0,10,3,10
42290205,0,7,3,6,4,10,6
42293182,0,3,0,2,4,5,4
42297297,8,17,10,17,46,25,39
42300035,0,0,0,2,6,4,8
42322322,0,0,2,0,6,6,9
