,count,organism_name
1239,13487,firmicutes
976,6512,bacteroidetes
7711,2142,chordata
201174,1006,actinobacteria
1224,977,proteobacteria
4890,32,ascomycota
65842,9,fibrobacteres
74201,8,verrucomicrobia
200918,4,thermotogae
32066,4,fusobacteria
1117,4,cyanobacteria
28890,4,euryarchaeota
544448,3,tenericutes
200783,1,aquificae
2836,1,bacillariophyta
203691,1,spirochaetes
204428,1,chlamydiae
